strategy,family,independence_group,evidence,description,implementation_note,start,end,years,cagr,stress_cagr,annual_vol,excess_shy_sharpe,max_drawdown,ulcer_index,calmar,cvar_5pct_daily,worst_calendar_year,best_calendar_year,max_recovery_days,max_underwater_days,max_trough_to_recovery_days,max_5pct_trough_to_recovery_days,median_5pct_trough_to_recovery_days,share_5pct_recovered_within_20d,n_5pct_drawdowns,n_unrecovered_5pct_drawdowns,largest_year_abs_excess_share,annual_turnover,cagr_2007_2012,cagr_2013_2021,rolling_3y_min,rolling_3y_target_share,rolling_5y_min,rolling_5y_target_share,latest_weights,GFC_return,GFC_maxdd,2011_euro_US_downgrade_return,2011_euro_US_downgrade_maxdd,2018_Q4_return,2018_Q4_maxdd,COVID_crash_return,COVID_crash_maxdd,tier,original_gate,relaxed_5pct_gate,avoided_5pct_drawdown,hard_20d_recovery,median_recovery_20d,majority_recovery_20d,original_joint,relaxed_joint
credit__s75__credit_canary_equity_allocation__QQQ_vol_target_12__retail_all_weather_fixed,Monthly ETF strategy-sleeve ensemble,credit_2008_2021,credit_2008_2021,"Monthly equal-weight ('credit_canary_equity_allocation', 'QQQ_vol_target_12', 'retail_all_weather_fixed'); 75% risk, residual SHY.",Sleeve-level screen; underlying ETF orders require weight aggregation and netting,2008-02-01,2021-12-31,13.90079365079365,0.08222018225153227,0.0820671012176255,0.06286732235319115,1.0638724857877864,-0.08916419776918327,0.02086200926374529,0.9221210340990588,-0.009617561705438933,0.0027093162140228166,0.1664240084312445,293,293,183,183,107.0,0.0,5,0,0.1484685261384901,0.2828541001231018,0.06542150969839944,0.09150200323914004,0.05251213940332122,0.10334788937409024,0.060513027945043874,0.08823529411764706,"{""QQQ_vol_target_12"": 0.25, ""SHY"": 0.25, ""credit_canary_equity_allocation"": 0.25, ""retail_all_weather_fixed"": 0.25}",,,0.002483134956676958,-0.02886086098510443,-0.06933283360156528,-0.07042738290337947,-0.06352563219793117,-0.08916419776918338,credit_2008_2021,False,True,False,False,False,False,False,False
full__s50__QQQ_vol_target_12__cross_asset_mom_126_top3__SPY_trend_150d__retail_all_weather_fixed__recovery_sector_barbell_M_cyc65_mom63_ma100_top2,Monthly ETF strategy-sleeve ensemble,full_gfc_2007_2021,full_gfc_2007_2021,"Monthly equal-weight ('QQQ_vol_target_12', 'cross_asset_mom_126_top3', 'SPY_trend_150d', 'retail_all_weather_fixed', 'recovery_sector_barbell_M_cyc65_mom63_ma100_top2'); 50% risk, residual SHY.",Sleeve-level screen; underlying ETF orders require weight aggregation and netting,2007-02-01,2021-12-31,14.90079365079365,0.06126136354711731,0.06113533937257154,0.04655217519089373,0.8790803497850809,-0.06125682792338927,0.01618857413187339,1.00007404274563,-0.007130800264306672,-0.023795821258226435,0.1047621742023046,318,318,183,183,108.5,0.0,4,0,0.12978160056827118,0.2374729430498255,0.05824799454574747,0.06324613362726184,0.02568276088488619,0.0023333333333333335,0.03270922419257327,0.0,"{""QQQ_vol_target_12"": 0.1, ""SHY"": 0.5, ""SPY_trend_150d"": 0.1, ""cross_asset_mom_126_top3"": 0.1, ""recovery_sector_barbell_M_cyc65_mom63_ma100_top2"": 0.1, ""retail_all_weather_fixed"": 0.1}",-0.0008593093547510922,-0.050599150878196886,0.000670429760170288,-0.022712156938768047,-0.05233157307239911,-0.05361335589706595,-0.04371743503870751,-0.055180992588035216,full_gfc_2007_2021,False,True,False,False,False,False,False,False
credit__s75__credit_canary_equity_allocation__QQQ_vol_target_12__sector_low_ulcer_positive_trend__all_weather_sleeve_trend_200__recovery_sector_barbell_M_cyc65_mom63_ma100_top2,Monthly ETF strategy-sleeve ensemble,credit_2008_2021,credit_2008_2021,"Monthly equal-weight ('credit_canary_equity_allocation', 'QQQ_vol_target_12', 'sector_low_ulcer_positive_trend', 'all_weather_sleeve_trend_200', 'recovery_sector_barbell_M_cyc65_mom63_ma100_top2'); 75% risk, residual SHY.",Sleeve-level screen; underlying ETF orders require weight aggregation and netting,2008-02-01,2021-12-31,13.90079365079365,0.08371339818271584,0.0835573742839344,0.06769747346330109,0.9984786251892563,-0.07653908442259505,0.02496928578627313,1.0937339898202763,-0.01058645059510146,-0.01911124577338874,0.20935131759082282,293,293,183,183,117.0,0.0,9,0,0.17148396511205485,0.2878991948802615,0.061123742133100345,0.09624726342205459,0.04515771617308362,0.18377001455604075,0.05253546355881156,0.18226381461675578,"{""QQQ_vol_target_12"": 0.15, ""SHY"": 0.25, ""all_weather_sleeve_trend_200"": 0.15, ""credit_canary_equity_allocation"": 0.15, ""recovery_sector_barbell_M_cyc65_mom63_ma100_top2"": 0.15, ""sector_low_ulcer_positive_trend"": 0.15}",,,-0.014310016596473019,-0.04526585134647754,-0.07469252896257395,-0.07563085895001209,-0.06459213997755198,-0.07643477258464448,credit_2008_2021,False,True,False,False,False,False,False,False
credit__s50__credit_canary_equity_allocation__QQQ_vol_target_12__sector_low_ulcer_positive_trend__SPY_95_105_collar__recovery_sector_barbell_M_cyc65_mom63_ma100_top2,Monthly ETF strategy-sleeve ensemble,credit_2008_2021,credit_2008_2021,"Monthly equal-weight ('credit_canary_equity_allocation', 'QQQ_vol_target_12', 'sector_low_ulcer_positive_trend', 'SPY_95_105_collar', 'recovery_sector_barbell_M_cyc65_mom63_ma100_top2'); 50% risk, residual SHY.",Sleeve-level screen; underlying ETF orders require weight aggregation and netting,2008-02-01,2021-12-31,13.90079365079365,0.06187012289882188,0.06174123824555067,0.0491796301368638,0.929060617639668,-0.060620967763449385,0.01907740748492342,1.0206059913171768,-0.007570798057775593,-0.011265829772356462,0.15184347516154761,293,293,183,183,128.0,0.0,3,0,0.175811879520308,0.24271514160657384,0.043114516326827834,0.07225064115975832,0.0305714340454466,0.0,0.04267717060498466,0.0,"{""QQQ_vol_target_12"": 0.1, ""SHY"": 0.5, ""SPY_95_105_collar"": 0.1, ""credit_canary_equity_allocation"": 0.1, ""recovery_sector_barbell_M_cyc65_mom63_ma100_top2"": 0.1, ""sector_low_ulcer_positive_trend"": 0.1}",,,-0.02842295355706148,-0.035343681724726794,-0.04560927547540017,-0.04649449400090955,-0.051720836178227314,-0.05519835451720678,credit_2008_2021,False,True,False,False,False,False,False,False
credit__s50__credit_canary_equity_allocation__QQQ_vol_target_12__sector_low_ulcer_positive_trend__retail_all_weather_fixed,Monthly ETF strategy-sleeve ensemble,credit_2008_2021,credit_2008_2021,"Monthly equal-weight ('credit_canary_equity_allocation', 'QQQ_vol_target_12', 'sector_low_ulcer_positive_trend', 'retail_all_weather_fixed'); 50% risk, residual SHY.",Sleeve-level screen; underlying ETF orders require weight aggregation and netting,2008-02-01,2021-12-31,13.90079365079365,0.0599513882687428,0.05982718142106558,0.04366798403338662,1.031716814931227,-0.05468916355977971,0.01417440940699445,1.0962206105641212,-0.0066204188359317104,-0.0027793122951899063,0.12396901296097318,293,293,183,183,128.5,0.0,2,0,0.15912885804950053,0.2343334795532786,0.04675380673799934,0.06722597073778269,0.03373852209302397,0.0,0.04279104402864187,0.0,"{""QQQ_vol_target_12"": 0.125, ""SHY"": 0.5, ""credit_canary_equity_allocation"": 0.125, ""retail_all_weather_fixed"": 0.125, ""sector_low_ulcer_positive_trend"": 0.125}",,,-0.007858822625894546,-0.029978739653213404,-0.0468415841886346,-0.0475962417389757,-0.04017568343519229,-0.05468916355977982,credit_2008_2021,False,True,False,False,False,False,False,False
full__s50__QQQ_vol_target_12__SPY_trend_150d__retail_all_weather_fixed__SPY_95_105_collar,Monthly ETF strategy-sleeve ensemble,full_gfc_2007_2021,full_gfc_2007_2021,"Monthly equal-weight ('QQQ_vol_target_12', 'SPY_trend_150d', 'retail_all_weather_fixed', 'SPY_95_105_collar'); 50% risk, residual SHY.",Sleeve-level screen; underlying ETF orders require weight aggregation and netting,2007-02-01,2021-12-31,14.90079365079365,0.055115334574241226,0.05499625957297094,0.04220436843449952,0.8187034757348732,-0.05498814786740891,0.016223984252462142,1.0023129840113727,-0.006369907298750391,-0.015239115883610155,0.11523958026498282,329,329,183,183,145.0,0.0,3,0,0.12443042895492132,0.22567162554357156,0.04297810411592984,0.06316756655565414,0.02177965581897867,0.0013333333333333333,0.030120058334804467,0.0,"{""QQQ_vol_target_12"": 0.125, ""SHY"": 0.5, ""SPY_95_105_collar"": 0.125, ""SPY_trend_150d"": 0.125, ""retail_all_weather_fixed"": 0.125}",-0.04059852209814918,-0.05498814786740891,-0.018296949246027983,-0.025984263095653826,-0.03750302923741533,-0.038394644055691485,-0.04313456598294918,-0.05325276729406325,full_gfc_2007_2021,False,True,False,False,False,False,False,False
credit__s50__credit_canary_equity_allocation__sector_low_ulcer_positive_trend__SPY_95_105_collar__recovery_sector_barbell_M_cyc65_mom63_ma100_top2,Monthly ETF strategy-sleeve ensemble,credit_2008_2021,credit_2008_2021,"Monthly equal-weight ('credit_canary_equity_allocation', 'sector_low_ulcer_positive_trend', 'SPY_95_105_collar', 'recovery_sector_barbell_M_cyc65_mom63_ma100_top2'); 50% risk, residual SHY.",Sleeve-level screen; underlying ETF orders require weight aggregation and netting,2008-02-01,2021-12-31,13.90079365079365,0.06096668077066947,0.060841443126351535,0.04809130913424942,0.9375719882022526,-0.055985821908816735,0.01850280585649851,1.0889664327865898,-0.007365164506088414,-0.01943027229373262,0.15098930194895588,293,293,183,183,151.5,0.0,2,0,0.17699164579841842,0.2360468579281068,0.04290192991348918,0.07095984170466485,0.02739506850527995,0.002911208151382824,0.03953776449951962,0.0,"{""SHY"": 0.5, ""SPY_95_105_collar"": 0.125, ""credit_canary_equity_allocation"": 0.125, ""recovery_sector_barbell_M_cyc65_mom63_ma100_top2"": 0.125, ""sector_low_ulcer_positive_trend"": 0.125}",,,-0.025956725454582164,-0.031068138317216776,-0.040263338687273165,-0.04199055978447974,-0.04336990966680898,-0.04631267696248609,credit_2008_2021,False,True,False,False,False,False,False,False
full__s50__QQQ_vol_target_12__retail_all_weather_fixed__all_weather_sleeve_trend_200__SPY_95_105_collar__recovery_sector_barbell_M_cyc65_mom63_ma100_top2,Monthly ETF strategy-sleeve ensemble,full_gfc_2007_2021,full_gfc_2007_2021,"Monthly equal-weight ('QQQ_vol_target_12', 'retail_all_weather_fixed', 'all_weather_sleeve_trend_200', 'SPY_95_105_collar', 'recovery_sector_barbell_M_cyc65_mom63_ma100_top2'); 50% risk, residual SHY.",Sleeve-level screen; underlying ETF orders require weight aggregation and netting,2007-02-01,2021-12-31,14.90079365079365,0.05582039056798571,0.05570698065604662,0.038391750593192,0.9179986160803494,-0.05692815539151874,0.013602026853904166,0.9805410026740816,-0.005699145054826715,-0.01199514891669995,0.10561675174556484,301,301,183,183,183.0,0.0,1,0,0.11110064698522583,0.21480167785144752,0.05094404400604535,0.059036974588710045,0.028409427330695847,0.0,0.034085104217973505,0.0,"{""QQQ_vol_target_12"": 0.1, ""SHY"": 0.5, ""SPY_95_105_collar"": 0.1, ""all_weather_sleeve_trend_200"": 0.1, ""recovery_sector_barbell_M_cyc65_mom63_ma100_top2"": 0.1, ""retail_all_weather_fixed"": 0.1}",-0.01682035728384368,-0.05692815539151752,-0.005101828014775545,-0.022259515286087272,-0.03321086257693806,-0.033841148796934006,-0.03695142947669705,-0.04826264089155452,full_gfc_2007_2021,False,True,False,False,False,False,False,False
full__s50__retail_all_weather_fixed__all_weather_sleeve_trend_200__SPY_95_105_collar__recovery_sector_barbell_M_cyc65_mom63_ma100_top2,Monthly ETF strategy-sleeve ensemble,full_gfc_2007_2021,full_gfc_2007_2021,"Monthly equal-weight ('retail_all_weather_fixed', 'all_weather_sleeve_trend_200', 'SPY_95_105_collar', 'recovery_sector_barbell_M_cyc65_mom63_ma100_top2'); 50% risk, residual SHY.",Sleeve-level screen; underlying ETF orders require weight aggregation and netting,2007-02-01,2021-12-31,14.90079365079365,0.05299941520636886,0.05289292644601451,0.0356009598775964,0.9352630830869804,-0.05130806066176752,0.012574151157904851,1.0329646944902298,-0.005242657470141233,-0.02041588858808896,0.1058236798711476,322,322,253,183,183.0,0.0,1,0,0.11285924981961942,0.20223018609839524,0.05083068735115015,0.054426933485326456,0.021680106278815003,0.0,0.028768556685759394,0.0,"{""SHY"": 0.5, ""SPY_95_105_collar"": 0.125, ""all_weather_sleeve_trend_200"": 0.125, ""recovery_sector_barbell_M_cyc65_mom63_ma100_top2"": 0.125, ""retail_all_weather_fixed"": 0.125}",-0.0047164116754215835,-0.05130806066176863,0.0033287958715366717,-0.014644826939837596,-0.024698736882603933,-0.025543514041481585,-0.024726564230328374,-0.0377316367732653,full_gfc_2007_2021,False,True,False,False,False,False,False,False
full__s50__QQQ_vol_target_12__retail_all_weather_fixed__all_weather_sleeve_trend_200__SPY_95_105_collar,Monthly ETF strategy-sleeve ensemble,full_gfc_2007_2021,full_gfc_2007_2021,"Monthly equal-weight ('QQQ_vol_target_12', 'retail_all_weather_fixed', 'all_weather_sleeve_trend_200', 'SPY_95_105_collar'); 50% risk, residual SHY.",Sleeve-level screen; underlying ETF orders require weight aggregation and netting,2007-02-01,2021-12-31,14.90079365079365,0.052266407848835295,0.05215931066985857,0.03447851203104742,0.9463255597353679,-0.051905078463255316,0.011672776766614351,1.006961349376165,-0.004963783315738225,-0.00547306711480644,0.10620434488322261,298,298,183,183,183.0,0.0,1,0,0.12443818349800452,0.20352513429512023,0.048391417042507046,0.05482047832356374,0.026295467635245373,0.0,0.03330638655342888,0.0,"{""QQQ_vol_target_12"": 0.125, ""SHY"": 0.5, ""SPY_95_105_collar"": 0.125, ""all_weather_sleeve_trend_200"": 0.125, ""retail_all_weather_fixed"": 0.125}",-0.009373173723146055,-0.05190507846325443,-0.002277099563859797,-0.02164504820040236,-0.03271639767797618,-0.03314176598347507,-0.029164102597181385,-0.046641601940354716,full_gfc_2007_2021,False,True,False,False,False,False,False,False
credit__s100__credit_canary_equity_allocation__retail_all_weather_fixed__recovery_sector_barbell_M_cyc65_mom63_ma100_top2,Monthly ETF strategy-sleeve ensemble,credit_2008_2021,credit_2008_2021,"Monthly equal-weight ('credit_canary_equity_allocation', 'retail_all_weather_fixed', 'recovery_sector_barbell_M_cyc65_mom63_ma100_top2'); 100% risk, residual SHY.",Sleeve-level screen; underlying ETF orders require weight aggregation and netting,2008-02-01,2021-12-31,13.90079365079365,0.10705567159167018,0.10688444550446419,0.08540067957987948,1.065922573561953,-0.11913490006360694,0.03044845589907191,0.8986088168497428,-0.013201588012004823,-0.037843597616969316,0.21020660409178982,343,343,185,185,61.0,0.25,12,0,0.13032481798634762,0.3092792074671854,0.08698116049326954,0.11817026238304051,0.05985124760181315,0.5120087336244541,0.062061043802806415,0.5619429590017825,"{""credit_canary_equity_allocation"": 0.3333333333333333, ""recovery_sector_barbell_M_cyc65_mom63_ma100_top2"": 0.3333333333333333, ""retail_all_weather_fixed"": 0.3333333333333333}",,,0.016555650860470505,-0.021072794094010305,-0.07495813713875688,-0.07778959226932125,-0.07931601834031343,-0.09999073911571732,credit_2008_2021,True,True,False,False,False,False,False,False
credit__s100__credit_canary_equity_allocation__SPY_trend_150d__retail_all_weather_fixed__SPY_95_105_collar,Monthly ETF strategy-sleeve ensemble,credit_2008_2021,credit_2008_2021,"Monthly equal-weight ('credit_canary_equity_allocation', 'SPY_trend_150d', 'retail_all_weather_fixed', 'SPY_95_105_collar'); 100% risk, residual SHY.",Sleeve-level screen; underlying ETF orders require weight aggregation and netting,2008-02-01,2021-12-31,13.90079365079365,0.09595157308522961,0.09578864497073436,0.07965079591118644,1.0060020452366347,-0.09332349442171994,0.03250875580771295,1.028160954321252,-0.012293104435421991,-0.04621530236311944,0.20409825580111463,347,347,185,185,64.5,0.08333333333333333,12,0,0.13554559117468015,0.29726886036765193,0.06425862682716499,0.11364907879850916,0.03868258564837124,0.38500727802037843,0.051197115963955264,0.2642602495543672,"{""SPY_95_105_collar"": 0.25, ""SPY_trend_150d"": 0.25, ""credit_canary_equity_allocation"": 0.25, ""retail_all_weather_fixed"": 0.25}",,,-0.01723703740464666,-0.03170208111770734,-0.07466868622599288,-0.0807126462356974,-0.06634848509920355,-0.08836623173127245,credit_2008_2021,True,True,False,False,False,False,False,False
credit__s100__credit_canary_equity_allocation__SPY_95_105_collar__recovery_sector_barbell_M_cyc65_mom63_ma100_top2,Monthly ETF strategy-sleeve ensemble,credit_2008_2021,credit_2008_2021,"Monthly equal-weight ('credit_canary_equity_allocation', 'SPY_95_105_collar', 'recovery_sector_barbell_M_cyc65_mom63_ma100_top2'); 100% risk, residual SHY.",Sleeve-level screen; underlying ETF orders require weight aggregation and netting,2008-02-01,2021-12-31,13.90079365079365,0.10764743001850352,0.10749406819112517,0.0951592325554056,0.9544279865665665,-0.12436785807003592,0.040989275969170354,0.8655566774968776,-0.014745395578194915,-0.04210777039707503,0.28591738607245865,346,346,185,185,80.0,0.13333333333333333,15,0,0.16468474566808775,0.27686505228700636,0.06943221437853997,0.1290820889387867,0.04569034744657641,0.5756914119359534,0.06599780829868562,0.5659536541889483,"{""SPY_95_105_collar"": 0.3333333333333333, ""credit_canary_equity_allocation"": 0.3333333333333333, ""recovery_sector_barbell_M_cyc65_mom63_ma100_top2"": 0.3333333333333333}",,,-0.04618511064366271,-0.04766897126529379,-0.07840447105599702,-0.0804733458363942,-0.0987066938785418,-0.10439389758249484,credit_2008_2021,True,True,False,False,False,False,False,False
credit__s100__credit_canary_equity_allocation__SPY_trend_150d__retail_all_weather_fixed__SPY_95_105_collar__recovery_sector_barbell_M_cyc65_mom63_ma100_top2,Monthly ETF strategy-sleeve ensemble,credit_2008_2021,credit_2008_2021,"Monthly equal-weight ('credit_canary_equity_allocation', 'SPY_trend_150d', 'retail_all_weather_fixed', 'SPY_95_105_collar', 'recovery_sector_barbell_M_cyc65_mom63_ma100_top2'); 100% risk, residual SHY.",Sleeve-level screen; underlying ETF orders require weight aggregation and netting,2008-02-01,2021-12-31,13.90079365079365,0.10132632642109063,0.10116192563230508,0.08623596124067841,0.9846764286195032,-0.10816729495977673,0.035897311332309806,0.9367556659225879,-0.013458688776543633,-0.05297438549169087,0.2290376221374142,368,368,185,185,81.0,0.08333333333333333,12,0,0.1419396203006895,0.29849444330265273,0.0688649072551073,0.11946096878530699,0.040171445890134105,0.46943231441048033,0.05940869921025094,0.3689839572192513,"{""SPY_95_105_collar"": 0.2, ""SPY_trend_150d"": 0.2, ""credit_canary_equity_allocation"": 0.2, ""recovery_sector_barbell_M_cyc65_mom63_ma100_top2"": 0.2, ""retail_all_weather_fixed"": 0.2}",,,-0.021135590724087883,-0.03432590734844265,-0.07579950151861392,-0.07812366067830168,-0.08365143155023513,-0.09500973668701629,credit_2008_2021,True,True,False,False,False,False,False,False
credit__s100__credit_canary_equity_allocation__all_weather_sleeve_trend_200__SPY_95_105_collar__recovery_sector_barbell_M_cyc65_mom63_ma100_top2,Monthly ETF strategy-sleeve ensemble,credit_2008_2021,credit_2008_2021,"Monthly equal-weight ('credit_canary_equity_allocation', 'all_weather_sleeve_trend_200', 'SPY_95_105_collar', 'recovery_sector_barbell_M_cyc65_mom63_ma100_top2'); 100% risk, residual SHY.",Sleeve-level screen; underlying ETF orders require weight aggregation and netting,2008-02-01,2021-12-31,13.90079365079365,0.09779558795361698,0.09763027610032138,0.07908092382150643,1.029409529242157,-0.09343413259214184,0.030529293919171953,1.0466794654209908,-0.012250984884981782,-0.04075089567824064,0.22200544073849793,327,327,185,185,81.0,0.09090909090909091,11,0,0.15030885578775727,0.30111991509435215,0.07116205269289066,0.11261310532795554,0.04453560369004417,0.3606259097525473,0.060915759399826186,0.33645276292335113,"{""SPY_95_105_collar"": 0.25, ""all_weather_sleeve_trend_200"": 0.25, ""credit_canary_equity_allocation"": 0.25, ""recovery_sector_barbell_M_cyc65_mom63_ma100_top2"": 0.25}",,,-0.012911848089144029,-0.0333382228865724,-0.07423598986799784,-0.07569937997930032,-0.06474737791335516,-0.07960895832922044,credit_2008_2021,True,True,False,False,False,False,False,False
